Time,Distance,RSSI,SNR
14:01:53:515,117.69,-98,-2
14:01:54:215,119.2,-99,-4
14:01:54:566,119.96,-97,-1
14:01:55:267,121.48,-96,0
14:01:55:966,123,-98,-1
14:01:56:317,123.76,-95,2
14:01:56:668,124.52,-96,1
14:01:57:017,125.27,-98,-2
14:01:57:367,126.03,-95,3
14:01:57:717,126.79,-95,2
14:01:58:068,127.55,-96,0
14:01:58:419,128.31,-96,0
14:01:58:768,129.07,-99,-3
14:01:59:119,129.9,-96,0
14:01:59:468,130.85,-97,0
14:01:59:818,131.82,-90,5
14:02:00:169,132.78,-93,5
14:02:00:519,133.74,-93,5
14:02:00:870,134.7,-91,4
14:02:01:219,135.66,-90,6
14:02:01:570,136.62,-88,8
14:02:01:920,137.59,-89,7
14:02:02:270,138.55,-88,8
14:02:02:620,139.51,-91,5
14:02:02:970,140.47,-89,7
14:02:03:321,141.43,-87,8
14:02:03:671,142.39,-88,7
14:02:04:022,143.36,-90,5
14:02:04:371,144.31,-90,6
14:02:04:721,145.27,-91,5
14:02:05:071,146.23,-91,5
14:02:05:423,147.2,-92,5
14:02:05:772,148.16,-95,2
14:02:06:122,149.12,-96,1
14:02:06:472,150.08,-96,2
14:02:06:822,151.04,-91,5
14:02:07:173,152,-91,5
14:02:07:523,152.97,-91,4
14:02:07:874,153.93,-90,6
14:02:08:223,154.89,-87,8
14:02:08:574,155.85,-88,8
14:02:08:924,156.81,-90,6
14:02:09:274,157.77,-91,5
14:02:09:625,158.74,-93,5
14:02:09:974,159.69,-90,5
14:02:10:325,160.66,-91,5
14:02:10:676,161.62,-94,5
14:02:11:025,162.58,-92,4
14:02:11:375,163.6,-93,4
14:02:11:725,164.61,-95,2
14:02:12:076,165.63,-95,2
14:02:12:426,166.64,-93,6
14:02:12:776,167.65,-93,5
14:02:13:127,168.67,-94,3
14:02:13:476,169.68,-94,3
14:02:13:827,170.69,-95,2
14:02:14:177,171.71,-95,2
14:02:14:527,172.72,-95,2
14:02:14:877,173.73,-96,0
14:02:15:227,174.75,-97,-2
14:02:15:578,175.76,-97,0
14:02:15:928,176.78,-99,-3
14:02:16:278,177.79,-99,-5
14:02:16:628,178.8,-98,-3
14:02:16:978,179.82,-99,-6
14:02:17:329,180.83,-98,-5
14:02:17:679,181.85,-99,-3
14:02:18:380,183.88,-98,0
14:02:19:080,185.9,-99,-3
14:02:19:430,186.91,-99,-3
14:02:19:780,187.93,-97,-1
14:02:20:130,188.94,-98,-1
14:02:20:480,189.95,-96,0
14:02:20:831,190.97,-96,0
14:02:21:181,192.02,-99,-8
14:02:21:881,194.2,-98,0
14:02:22:231,195.29,-99,-2
14:02:22:582,196.39,-96,0
14:02:22:932,197.48,-99,-2
14:02:23:282,198.57,-99,-2
14:02:23:982,200.75,-98,-5
14:02:24:333,201.84,-99,-4
14:02:25:383,205.11,-99,-6
14:02:26:434,208.38,-99,-9
14:02:26:784,209.47,-100,-6
14:02:27:134,210.56,-97,-2
14:02:27:835,212.74,-97,-1
14:02:28:185,213.83,-100,-6
14:02:28:535,214.92,-99,-2
14:02:28:885,216.01,-99,-9
14:02:29:936,219.29,-100,-7
14:02:30:986,222.56,-99,-4
14:02:31:337,223.65,-99,-6
14:02:31:687,224.74,-98,-2
14:02:32:387,226.92,-97,0
14:02:32:737,228.02,-100,-5
14:02:33:088,229.11,-97,-1
14:02:33:438,230.2,-97,-3
14:02:33:788,231.29,-98,0
14:02:34:138,232.38,-99,-4
14:02:34:488,233.48,-98,-4
14:02:34:839,234.57,-100,-6
14:02:35:189,235.66,-100,-8
14:02:36:590,240.03,-99,-7
14:02:36:940,241.12,-99,-6
14:02:39:741,249.86,-99,-7
14:02:40:092,250.95,-101,-8
14:02:40:442,252.04,-99,-9
14:02:40:792,253.13,-99,-2
14:02:41:142,254.22,-99,-2
14:02:41:492,255.32,-99,-2
14:02:41:843,256.41,-99,-5
14:02:42:193,257.42,-100,-4
14:02:42:543,258.37,-97,0
14:02:42:893,259.31,-100,-8
14:02:43:243,260.26,-100,-7
14:02:43:944,262.15,-100,-6
14:02:44:294,263.1,-99,-12
14:02:44:644,264.05,-100,-7
14:02:44:994,264.99,-99,-5
14:02:45:345,265.94,-99,-5
14:02:47:446,271.62,-100,-7
14:02:47:796,272.57,-99,-9
14:02:48:496,274.46,-99,-10
14:02:49:897,278.24,-100,-9
14:02:52:349,284.87,-100,-12
14:02:53:049,286.78,-101,-9
14:02:53:399,287.83,-100,-9
14:02:53:749,288.89,-100,-11
14:02:54:800,292.05,-99,-2
14:02:55:501,294.16,-99,-5
14:02:55:851,295.21,-99,-3
14:02:56:201,296.27,-98,-2
14:02:56:551,297.32,-98,-1
14:02:57:252,299.43,-97,0
14:02:57:602,300.49,-96,0
14:02:57:952,301.54,-97,0
14:02:58:302,302.59,-97,0
14:02:58:652,303.65,-96,1
14:02:59:003,304.7,-95,0
14:02:59:353,305.76,-96,1
14:02:59:703,306.81,-96,0
14:03:00:053,307.87,-95,1
14:03:00:403,308.92,-95,2
14:03:00:754,309.98,-95,2
14:03:01:104,311.03,-96,1
14:03:01:454,312.08,-97,0
14:03:01:804,313.14,-95,1
14:03:02:154,314.19,-96,0
14:03:02:505,315.25,-96,0
14:03:02:855,316.3,-97,-2
14:03:03:205,317.36,-96,0
14:03:03:905,319.46,-96,0
14:03:04:256,320.59,-96,0
14:03:04:606,321.74,-97,0
14:03:04:956,322.89,-97,-1
14:03:05:306,324.04,-97,0
14:03:05:656,325.19,-96,0
14:03:06:007,326.34,-96,0
14:03:06:357,327.49,-97,0
14:03:06:707,328.64,-99,-1
14:03:07:057,329.79,-98,0
14:03:07:407,330.94,-98,-2
14:03:07:758,332.09,-98,-1
14:03:08:108,333.24,-98,-3
14:03:08:458,334.39,-99,-1
14:03:08:808,335.54,-96,0
14:03:09:158,336.69,-96,0
14:03:09:508,337.84,-96,2
14:03:09:859,338.99,-95,1
14:03:10:209,340.14,-96,0
14:03:10:559,341.29,-96,0
14:03:10:909,342.44,-96,0
14:03:11:260,343.59,-96,0
14:03:11:610,344.74,-96,0
14:03:11:960,345.89,-97,0
14:03:12:310,347.04,-98,-3
14:03:12:660,348.19,-99,-2
14:03:13:011,349.34,-99,-3
14:03:13:360,350.48,-99,-9
14:03:13:711,351.64,-99,-6
14:03:14:762,355.09,-98,-4
14:03:15:112,356.24,-97,0
14:03:15:461,357.39,-98,0
14:03:15:812,358.54,-97,-1
14:03:16:161,359.69,-97,0
14:03:16:513,360.85,-97,1
14:03:16:863,362,-96,0
14:03:17:213,363.15,-95,3
14:03:17:563,364.3,-96,0
14:03:17:912,365.45,-95,3
14:03:18:264,366.6,-97,1
14:03:18:614,367.75,-96,0
14:03:18:963,368.9,-94,3
14:03:19:314,370.06,-94,3
14:03:19:664,371.21,-94,3
14:03:20:014,372.36,-95,2
14:03:20:365,373.51,-94,3
14:03:20:715,374.66,-95,4
14:03:21:066,375.82,-94,3
14:03:21:414,376.96,-94,3
14:03:22:116,379.27,-94,3
14:03:22:465,380.42,-94,4
14:03:22:816,381.57,-94,4
14:03:23:166,382.72,-94,4
14:03:23:517,383.88,-93,5
14:03:23:867,385.03,-93,4
14:03:24:217,386.18,-94,3
14:03:24:566,387.32,-96,0
14:03:24:917,388.48,-98,0
14:03:25:268,389.63,-97,1
14:03:25:617,390.78,-95,3
14:03:25:967,391.93,-95,2
14:03:26:317,393.03,-96,1
14:03:26:668,394.12,-95,2
14:03:27:019,395.22,-96,2
14:03:27:369,396.31,-95,2
14:03:27:718,397.4,-95,2
14:03:28:068,398.49,-95,2
14:03:28:418,399.59,-95,3
14:03:28:770,400.68,-95,2
14:03:29:119,401.77,-95,2
14:03:29:469,402.87,-96,1
14:03:29:819,403.96,-95,3
14:03:30:169,405.05,-95,3
14:03:30:520,406.15,-94,3
14:03:30:870,407.24,-95,1
14:03:31:220,408.33,-95,3
14:03:31:570,409.42,-95,3
14:03:31:920,410.52,-94,3
14:03:32:271,411.61,-94,3
14:03:32:622,412.71,-94,4
14:03:32:971,413.8,-94,3
14:03:33:321,414.89,-95,4
14:03:33:671,415.98,-94,4
14:03:34:022,417.08,-95,3
14:03:34:373,418.17,-95,3
14:03:34:722,419.26,-95,2
14:03:35:072,420.35,-94,4
14:03:35:423,421.45,-94,3
14:03:35:773,422.54,-94,3
14:03:36:123,423.63,-95,2
14:03:36:473,424.73,-94,4
14:03:36:824,425.82,-94,4
14:03:37:174,426.93,-94,4
14:03:37:524,428.06,-94,4
14:03:37:875,429.19,-95,3
14:03:38:224,430.32,-95,2
14:03:38:574,431.45,-95,3
14:03:38:926,432.58,-95,1
14:03:39:275,433.71,-94,4
14:03:39:625,434.84,-94,4
14:03:39:975,435.97,-95,2
14:03:40:325,437.09,-95,2
14:03:40:677,438.23,-95,1
14:03:41:026,439.36,-95,3
14:03:41:377,440.49,-95,3
14:03:41:726,441.61,-96,1
14:03:42:076,442.74,-95,2
14:03:42:427,443.87,-95,1
14:03:42:777,445,-96,0
14:03:43:127,446.13,-96,1
14:03:43:477,447.26,-96,0
14:03:43:827,448.39,-96,0
14:03:44:178,449.52,-97,0
14:03:44:528,450.65,-97,0
14:03:44:878,451.78,-98,0
14:03:45:228,452.91,-97,1
14:03:45:578,454.04,-97,0
14:03:45:929,455.17,-97,-1
14:03:46:279,456.3,-97,-1
14:03:46:629,457.43,-97,0
14:03:46:979,458.56,-98,0
14:03:47:329,459.69,-98,0
14:03:47:681,460.82,-97,-1
14:03:48:030,461.95,-96,-2
14:03:48:380,463.07,-97,-1
14:03:49:080,465.32,-98,-1
14:03:49:431,466.45,-96,0
14:03:49:781,467.57,-97,1
14:03:50:131,468.7,-98,0
14:03:50:481,469.82,-97,-2
14:03:50:831,470.95,-98,-2
14:03:51:182,472.08,-99,-2
14:03:51:532,473.2,-99,0
14:03:51:882,474.33,-98,-3
14:03:52:232,475.45,-98,-4
14:03:52:582,476.57,-99,-4
14:03:52:933,477.7,-100,-4
14:03:53:283,478.83,-98,-5
14:03:53:633,479.95,-98,0
14:03:54:333,482.2,-99,-5
14:03:55:384,485.58,-100,-8
14:03:55:734,486.7,-99,-8
14:03:56:084,487.83,-100,-6
14:03:56:785,490.08,-98,-4
14:03:57:135,491.21,-99,-2
14:03:57:485,492.33,-99,-1
14:03:57:835,493.46,-98,0
14:03:58:186,494.58,-98,-1
14:03:58:536,495.71,-99,-3
14:03:58:886,496.83,-98,-2
14:03:59:236,497.98,-99,-1
14:03:59:586,499.15,-99,-3
14:03:59:937,500.32,-98,-3
14:04:00:287,501.48,-98,-2
14:04:00:637,502.64,-99,-3
14:04:00:987,503.81,-98,0
14:04:01:337,504.97,-97,-2
14:04:01:688,506.14,-98,-3
14:04:02:388,508.46,-100,-5
14:04:02:738,509.63,-100,-6
14:04:03:439,511.96,-95,1
14:04:03:789,513.12,-95,2
14:04:04:139,514.28,-96,1
14:04:04:489,515.45,-96,0
14:04:04:839,516.61,-98,-2
14:04:05:190,517.78,-99,-2
14:04:05:540,518.94,-98,-3
14:04:05:890,520.11,-98,-3
14:04:06:240,521.27,-98,-4
14:04:06:590,522.43,-98,-3
14:04:06:941,523.6,-99,-4
14:04:07:291,524.76,-99,-8
14:04:07:641,525.93,-100,-6
14:04:07:991,527.09,-99,-3
14:04:08:341,528.25,-97,-4
14:04:08:692,529.42,-99,-2
14:04:09:042,530.59,-99,-2
14:04:09:392,531.75,-99,-6
14:04:09:742,532.91,-99,-6
14:04:10:092,534.06,-99,-2
14:04:10:443,535.15,-99,-1
14:04:10:793,536.24,-100,-4
14:04:11:493,538.42,-100,-5
14:04:11:843,539.51,-99,-5
14:04:12:194,540.6,-98,-4
14:04:12:544,541.69,-99,-4
14:04:13:244,543.87,-100,-5
14:04:13:594,544.96,-98,0
14:04:14:295,547.14,-100,-5
14:04:14:645,548.23,-99,-5
14:04:14:995,549.32,-100,-3
14:04:15:345,550.41,-99,-5
14:04:15:696,551.5,-99,-6
14:04:16:396,553.68,-99,-2
14:04:16:746,554.77,-98,0
14:04:17:096,555.86,-99,-2
14:04:17:447,556.95,-100,-3
14:04:17:797,558.04,-99,-7
14:04:18:147,559.13,-97,-1
14:04:18:497,560.22,-97,0
14:04:18:848,561.31,-98,-3
14:04:19:198,562.4,-100,-8
14:04:19:548,563.49,-99,-6
14:04:19:898,564.58,-99,-4
14:04:20:248,565.67,-98,-3
14:04:20:599,566.76,-99,-6
14:04:21:299,569,-99,-11
14:04:22:350,572.49,-99,-3
14:04:23:400,575.98,-100,-13
14:04:23:750,577.14,-101,-8
14:04:24:101,578.3,-99,-7
14:04:24:451,579.46,-100,-6
14:04:25:501,582.95,-101,-15
14:04:25:852,584.11,-98,-3
14:04:26:902,587.6,-99,-7
14:04:27:603,589.93,-100,-5
14:04:28:303,592.25,-100,-13
14:04:28:653,593.41,-100,-8
14:04:29:003,594.57,-99,-8
14:04:29:354,595.74,-100,-7
14:04:29:704,596.9,-100,-5
14:04:30:054,598.06,-100,-4
14:04:30:404,599.22,-98,-3
14:04:30:754,600.38,-99,-4
14:04:31:455,602.71,-101,-7
14:04:31:805,603.87,-99,-6
14:04:32:505,606.15,-100,-5
14:04:33:556,609.55,-100,-5
14:04:33:906,610.68,-98,-2
14:04:34:256,611.81,-98,-3
14:04:34:607,612.95,-101,-8
14:04:34:957,614.08,-99,-4
14:04:35:307,615.21,-101,-7
14:04:35:657,616.34,-99,-5
14:04:36:007,617.47,-100,-6
14:04:36:358,618.6,-100,-6
14:04:36:708,619.74,-100,-9
14:04:37:408,622,-99,-5
14:04:37:758,623.13,-99,-5
14:04:38:809,626.53,-101,-10
14:04:39:159,627.66,-101,-9
14:04:39:509,628.79,-99,-10
14:04:40:210,631.05,-100,-5
14:04:41:611,635.58,-101,-8
14:04:42:311,637.84,-100,-13
14:04:42:661,638.97,-101,-12
14:04:43:362,641.22,-100,-5
14:04:43:712,642.32,-99,-6
14:04:44:062,643.43,-100,-6
14:04:44:412,644.54,-99,-6
14:04:44:762,645.64,-100,-4
14:04:45:113,646.76,-100,-7
14:04:45:463,647.86,-100,-6
14:04:45:813,648.97,-99,-8
14:04:46:513,651.19,-100,-14
14:04:47:913,655.61,-99,-5
14:04:48:615,657.84,-100,-6
14:04:48:964,658.94,-99,-5
14:04:49:315,660.05,-98,0
14:04:49:665,661.16,-99,-4
14:04:50:014,662.26,-98,-3
14:04:50:366,663.38,-98,-4
14:04:50:715,664.48,-97,-2
14:04:51:066,665.59,-99,-5
14:04:51:766,667.81,-99,-4
14:04:52:117,668.92,-100,-6
14:04:52:467,670.02,-99,-10
14:04:53:517,673.38,-99,-5
14:04:53:867,674.52,-98,-7
14:04:54:218,675.65,-98,-5
14:04:54:568,676.78,-99,-5
14:04:54:918,677.92,-98,-3
14:04:55:268,679.05,-100,-2
14:04:55:618,680.18,-99,-2
14:04:55:968,681.31,-99,-4
14:04:56:319,682.45,-99,-2
14:04:56:669,683.58,-99,-3
14:04:57:720,686.98,-96,0
14:04:58:069,688.11,-99,-2
14:04:58:420,689.25,-98,-3
14:04:58:769,690.38,-100,-9
14:04:59:121,691.51,-98,-2
14:04:59:470,692.64,-98,-2
14:04:59:821,693.78,-99,-4
14:05:01:572,699.44,-99,-6
14:05:02:272,701.71,-100,-6
14:05:02:622,702.84,-99,-6
14:05:02:973,703.98,-99,-2
14:05:03:322,705.11,-99,-2
14:05:03:673,706.24,-99,-6
14:05:04:023,707.37,-99,-3
14:05:04:373,708.49,-99,-6
14:05:04:723,709.6,-100,-4
14:05:05:073,710.71,-99,-9
14:05:05:424,711.83,-100,-10
14:05:06:824,716.28,-99,-10
14:05:07:174,717.39,-100,-10
14:05:07:526,718.51,-100,-11
14:05:08:225,720.74,-99,-12
14:05:08:576,721.85,-101,-7
14:05:09:276,724.08,-100,-7
14:05:09:626,725.19,-100,-8
14:05:10:327,727.42,-100,-9
14:05:10:676,728.53,-100,-12
14:05:11:027,729.65,-99,-9
14:05:11:377,730.76,-100,-11
14:05:14:529,740.78,-99,-9
14:05:16:280,746.03,-100,-12
14:05:18:381,752.18,-98,-5
14:05:18:731,753.21,-99,-11
14:05:19:782,756.29,-101,-10
14:05:20:132,757.31,-99,-12
14:05:20:832,759.36,-100,-7
14:05:21:182,760.39,-99,-10
14:05:21:533,761.42,-100,-6
14:05:21:883,762.44,-98,-5
14:05:22:233,763.47,-98,-3
14:05:22:933,765.52,-99,-2
14:05:23:284,766.54,-97,1
14:05:23:634,767.57,-96,1
14:05:24:684,770.65,-99,-6
14:05:25:035,771.67,-100,-4
14:05:26:085,774.73,-101,-12
14:05:26:786,776.66,-99,-7
14:05:27:136,777.63,-99,-2
14:05:27:836,779.56,-99,-8
14:05:28:186,780.52,-99,-6
14:05:28:537,781.49,-99,-8
14:05:28:887,782.45,-99,-9
14:05:29:237,783.41,-99,-8
14:05:29:587,784.38,-100,-7
14:05:30:988,788.24,-101,-11
14:05:31:338,789.2,-100,-5
14:05:31:688,790.16,-100,-3
14:05:32:389,792.09,-98,-2
14:05:32:739,793.06,-98,-1
14:05:33:089,794.02,-99,-6
14:05:33:439,794.98,-97,-2
14:05:33:790,795.95,-98,-2
14:05:34:490,797.88,-99,-5
14:05:34:840,798.84,-98,-2
14:05:35:190,799.81,-99,-5
14:05:35:541,800.77,-101,-8
14:05:36:241,802.7,-99,-8
14:05:36:942,804.63,-99,-6
14:05:37:292,805.68,-99,-7
14:05:37:642,806.75,-100,-4
14:05:37:992,807.82,-98,-1
14:05:38:342,808.89,-100,-6
14:05:39:043,811.02,-99,-9
14:05:39:743,813.16,-100,-10
14:05:40:794,816.37,-101,-10
14:05:41:144,817.44,-100,-6
14:05:42:195,820.64,-100,-6
14:05:42:895,822.78,-97,-1
14:05:43:245,823.85,-99,-11
14:05:43:946,825.99,-100,-9
14:05:44:646,828.12,-99,-8
14:05:44:996,829.19,-100,-8
14:05:45:697,831.33,-99,-11
14:05:46:047,832.4,-101,-8
14:05:46:747,834.54,-100,-8
14:05:47:798,837.74,-100,-10
14:05:48:498,839.88,-100,-12
14:05:49:199,842.01,-99,-10
14:05:49:549,843.08,-101,-9
14:05:49:899,844.15,-101,-12
14:05:52:000,850.55,-100,-10
14:05:52:350,851.62,-100,-8
14:05:52:701,852.69,-100,-4
14:05:53:051,853.76,-99,-5
14:05:53:401,854.82,-99,-2
14:05:53:751,855.89,-99,-5
14:05:54:101,856.96,-99,-5
14:05:54:802,859.09,-100,-4
14:05:55:152,860.16,-99,-6
14:05:55:502,861.23,-99,-6
14:05:56:203,863.36,-98,-5
14:05:56:553,864.43,-99,-7
14:05:56:903,865.5,-100,-13
14:05:58:654,870.84,-101,-6
14:05:59:004,871.9,-99,-10
14:05:59:354,872.99,-100,-7
14:06:00:405,876.26,-100,-6
14:06:00:755,877.35,-99,-9
14:06:01:456,879.53,-100,-5
14:06:01:806,880.62,-100,-4
14:06:02:506,882.79,-99,-5
14:06:02:856,883.88,-98,-5
14:06:03:557,886.06,-101,-9
14:06:03:907,887.15,-100,-8
14:06:04:607,889.33,-99,-10
14:06:05:308,891.51,-99,-8
14:06:05:658,892.6,-99,-7
14:06:06:008,893.68,-99,-4
14:06:06:358,894.77,-100,-4
14:06:07:059,896.95,-99,-6
14:06:07:409,898.04,-99,-6
14:06:07:759,899.13,-100,-6
14:06:08:109,900.22,-98,-2
14:06:08:460,901.31,-98,0
14:06:08:810,902.4,-97,-1
14:06:09:160,903.49,-98,-1
14:06:09:510,904.58,-98,-4
14:06:09:860,905.66,-99,-5
14:06:10:211,906.78,-98,-4
14:06:10:561,907.9,-99,-3
14:06:10:911,909.02,-98,-5
14:06:11:261,910.14,-100,-7
14:06:11:962,912.38,-100,-3
14:06:12:312,913.5,-98,-4
14:06:12:662,914.62,-98,-1
14:06:13:012,915.74,-99,-2
14:06:13:362,916.86,-100,-3
14:06:13:713,917.98,-99,-3
14:06:14:063,919.1,-98,-4
14:06:14:413,920.22,-99,-1
14:06:14:763,921.34,-99,-1
14:06:15:113,922.46,-100,-3
14:06:15:464,923.58,-99,-6
14:06:15:814,924.7,-99,-3
14:06:16:164,925.82,-98,-5
14:06:16:514,926.94,-101,-7
14:06:16:863,928.06,-99,-5
14:06:17:215,929.19,-99,-4
14:06:17:565,930.31,-100,-7
14:06:17:915,931.43,-101,-7
14:06:18:265,932.55,-100,-5
14:06:18:616,933.67,-99,-7
14:06:18:965,934.79,-99,-8
14:06:19:316,935.91,-100,-9
14:06:19:666,937.03,-101,-6
14:06:20:016,938.15,-99,-9
14:06:20:366,939.3,-99,-5
14:06:20:717,940.45,-100,-4
14:06:21:066,941.59,-99,-3
14:06:21:417,942.74,-99,-3
14:06:22:117,945.03,-99,-4
14:06:22:468,946.18,-99,-6
14:06:22:817,947.32,-101,-8
14:06:23:167,948.47,-99,-4
14:06:23:518,949.62,-99,-7
14:06:23:869,950.77,-100,-6
14:06:24:218,951.91,-99,-4
14:06:24:569,953.06,-99,-6
14:06:24:918,954.2,-98,-2
14:06:25:269,955.35,-98,-4
14:06:25:620,956.5,-98,-3
14:06:25:969,957.64,-99,-4
14:06:26:320,958.79,-99,-3
14:06:26:670,959.94,-100,-6
14:06:27:019,961.08,-100,-6
14:06:27:371,962.23,-99,-3
14:06:27:721,963.38,-99,-1
14:06:28:070,964.52,-99,-9
14:06:28:421,965.67,-101,-10
14:06:28:770,966.81,-101,-11
14:06:29:122,967.96,-101,-12
14:06:29:472,969.11,-100,-14
14:06:29:822,970.25,-99,-11
14:06:30:172,971.4,-101,-6
14:06:30:521,972.54,-100,-6
14:06:32:273,977.83,-101,-13
14:06:32:624,978.86,-100,-7
14:06:34:374,983.97,-100,-6
14:06:34:725,985,-100,-3
14:06:35:424,987.04,-100,-9
14:06:35:774,988.07,-99,-4
14:06:36:125,989.09,-99,-2
14:06:36:476,990.12,-98,-5
14:06:36:825,991.14,-99,-7
14:06:37:176,992.17,-101,-7
14:06:37:525,993.19,-99,-8
14:06:37:877,994.22,-99,-6
14:06:38:226,995.24,-98,-5
14:06:38:576,996.26,-99,-6
14:06:38:927,997.29,-98,-2
14:06:39:276,998.31,-99,0
14:06:39:627,999.33,-99,-4
14:06:39:977,1000.36,-101,-12
14:06:40:327,1001.38,-99,-7
14:06:41:378,1004.45,-100,-9
14:06:41:728,1005.47,-100,-3
14:06:42:079,1006.53,-98,-2
14:06:42:428,1007.7,-98,-2
14:06:42:778,1008.86,-99,-5
14:06:43:129,1010.03,-99,-7
14:06:43:479,1011.2,-99,-7
14:06:44:179,1013.54,-100,-6
14:06:44:530,1014.71,-100,-5
14:06:44:880,1015.87,-99,-5
14:06:45:230,1017.04,-98,-4
14:06:45:580,1018.21,-98,-3
14:06:45:931,1019.38,-98,-4
14:06:46:280,1020.54,-98,-3
14:06:46:631,1021.71,-97,-3
14:06:47:681,1025.21,-100,-4
14:06:48:031,1026.38,-99,-1
14:06:48:382,1027.55,-99,-3
14:06:48:732,1028.72,-99,-3
14:06:49:432,1031.05,-97,0
14:06:49:782,1032.22,-98,-2
14:06:50:133,1033.39,-97,-2
14:06:50:483,1034.56,-99,-1
14:06:50:833,1035.72,-97,-2
14:06:51:183,1036.89,-98,-2
14:06:51:533,1038.06,-98,-2
