Time,Distance,RSSI,SNR
14:48:53:867,185.32,-95,4
14:48:54:210,185.85,-94,3
14:48:54:570,186.4,-91,5
14:48:54:914,186.93,-92,5
14:48:55:257,187.46,-97,1
14:48:55:617,188.02,-89,7
14:48:55:960,188.55,-94,4
14:48:56:312,189.09,-94,2
14:48:56:672,189.65,-87,9
14:48:57:016,190.18,-88,8
14:48:57:359,190.78,-90,6
14:48:57:719,191.42,-89,7
14:48:58:062,192.02,-91,5
14:48:58:422,192.65,-92,4
14:48:58:766,193.26,-90,6
14:48:59:109,193.86,-88,8
14:48:59:469,194.49,-86,7
14:48:59:812,195.09,-89,6
14:49:00:172,195.73,-91,5
14:49:00:515,196.33,-86,7
14:49:00:875,196.96,-85,7
14:49:01:219,197.57,-83,9
14:49:01:562,198.17,-85,8
14:49:01:922,198.8,-88,8
14:49:02:265,199.4,-87,9
14:49:02:625,200.04,-88,7
14:49:02:968,200.64,-90,5
14:49:03:312,201.24,-85,8
14:49:03:672,201.88,-90,7
14:49:04:015,202.48,-92,5
14:49:04:375,203.11,-85,7
14:49:04:718,203.71,-89,6
14:49:05:078,204.35,-93,4
14:49:05:422,204.95,-92,5
14:49:05:765,205.55,-88,8
14:49:06:125,206.19,-94,4
14:49:06:468,206.79,-96,1
14:49:06:828,207.42,-93,5
14:49:07:171,208.02,-95,2
14:49:07:515,208.63,-96,1
14:49:07:875,209.26,-89,7
14:49:08:218,209.78,-94,4
14:49:08:578,210.26,-92,5
14:49:08:921,210.73,-86,7
14:49:09:265,211.19,-95,3
14:49:09:624,211.68,-96,2
14:49:09:968,212.14,-98,0
14:49:10:328,212.63,-98,-1
14:49:10:671,213.09,-98,0
14:49:11:374,214.04,-98,-7
14:49:11:718,214.5,-98,-3
14:49:12:078,214.99,-95,1
14:49:12:421,215.45,-90,6
14:49:12:781,215.94,-88,8
14:49:13:124,216.4,-97,0
14:49:13:468,216.87,-99,-3
14:49:14:171,217.82,-100,-6
14:49:14:531,218.3,-100,-5
14:49:14:874,218.77,-99,-9
14:49:15:234,219.25,-99,-10
14:49:15:577,219.72,-98,-4
14:49:16:281,220.67,-99,-6
14:49:16:624,221.13,-97,0
14:49:16:984,221.62,-100,-4
14:49:17:322,222.07,-97,-1
14:49:17:681,222.56,-96,1
14:49:18:025,223.02,-96,0
14:49:18:384,223.51,-94,4
14:49:18:728,223.97,-98,0
14:49:19:072,224.44,-96,1
14:49:19:431,224.94,-91,5
14:49:20:134,225.92,-98,-1
14:49:20:478,226.39,-93,6
14:49:20:822,226.87,-98,-3
14:49:21:186,227.38,-97,0
14:49:21:529,227.85,-94,3
14:49:21:873,228.33,-97,1
14:49:22:233,228.83,-93,5
14:49:22:576,229.31,-91,5
14:49:22:936,229.81,-93,5
14:49:23:279,230.29,-96,1
14:49:23:623,230.76,-99,-3
14:49:23:982,231.26,-96,0
14:49:24:326,231.74,-98,0
14:49:24:686,232.24,-94,3
14:49:25:029,232.72,-98,-3
14:49:25:389,233.22,-93,4
14:49:25:732,233.69,-93,4
14:49:26:076,234.17,-92,5
14:49:26:436,234.67,-99,-2
14:49:26:779,235.15,-100,-9
14:49:27:139,235.65,-99,-3
14:49:27:482,236.12,-97,0
14:49:27:826,236.6,-97,1
14:49:28:179,237.09,-97,1
14:49:28:539,237.59,-93,4
14:49:28:882,238.07,-90,5
14:49:29:242,238.57,-91,4
14:49:29:585,239.04,-92,5
14:49:29:929,239.52,-91,5
14:49:30:289,240.11,-97,1
14:49:30:632,240.68,-95,1
14:49:30:992,241.28,-97,1
14:49:31:335,241.86,-94,3
14:49:31:679,242.43,-99,-2
14:49:32:039,243.04,-97,-1
14:49:32:382,243.61,-98,0
14:49:32:742,244.21,-97,0
14:49:33:085,244.79,-97,0
14:49:33:429,245.36,-95,2
14:49:33:788,245.96,-95,2
14:49:34:132,246.54,-96,0
14:49:34:492,247.14,-99,-1
14:49:34:835,247.72,-95,2
14:49:35:195,248.32,-98,-1
14:49:35:538,248.9,-99,-4
14:49:35:882,249.47,-97,-1
14:49:36:241,250.07,-96,0
14:49:36:585,250.65,-100,-3
14:49:36:945,251.25,-101,-11
14:49:37:288,251.83,-99,-3
14:49:37:632,252.4,-98,-3
14:49:37:991,253,-97,0
14:49:38:335,253.58,-96,0
14:49:38:695,254.18,-99,-3
14:49:39:036,254.75,-93,4
14:49:39:395,255.35,-96,1
14:49:39:739,255.93,-99,-1
14:49:40:082,256.5,-98,0
14:49:40:442,257.11,-98,-3
14:49:40:786,257.68,-100,-10
14:49:41:145,258.26,-99,0
14:49:42:192,259.86,-100,-3
14:49:42:535,260.39,-100,-5
14:49:43:239,261.46,-98,-3
14:49:44:645,263.61,-99,-4
14:49:44:988,264.14,-98,-3
14:49:45:348,264.69,-99,-3
14:49:46:395,266.29,-99,0
14:49:46:738,266.81,-99,-7
14:49:47:098,267.36,-100,-11
14:49:47:442,267.89,-100,-11
14:49:47:801,268.43,-100,-5
14:49:48:488,269.48,-99,-9
14:49:48:848,270.03,-98,-4
14:49:49:191,270.56,-100,-5
14:49:49:551,271.11,-98,0
14:49:49:895,271.63,-98,-3
14:49:50:246,272.17,-100,-5
14:49:50:589,272.7,-100,-6
14:49:50:949,273.25,-98,-6
14:49:51:996,274.85,-99,-9
14:49:52:339,275.33,-99,-7
14:49:53:042,276.33,-101,-8
14:49:53:402,276.83,-99,0
14:49:53:745,277.32,-97,1
14:49:54:105,277.83,-96,3
14:49:54:449,278.32,-93,3
14:49:54:792,278.8,-98,-1
14:49:55:152,279.31,-97,0
14:49:55:495,279.8,-96,2
14:49:55:855,280.3,-96,-1
14:49:56:198,280.79,-99,-3
14:49:56:542,281.28,-100,-6
14:49:56:902,281.79,-99,-3
14:49:57:245,282.27,-98,0
14:49:57:605,282.78,-100,-11
14:49:57:948,283.27,-101,-12
14:49:58:292,283.75,-100,-11
14:49:58:652,284.26,-100,-5
14:49:59:355,285.26,-99,-5
14:49:59:698,285.74,-99,-7
14:50:00:395,286.73,-100,-6
14:50:01:457,288.23,-100,-4
14:50:01:801,288.72,-99,-12
14:50:02:504,289.71,-98,-3
14:50:02:848,290.2,-99,0
14:50:03:207,290.72,-99,-7
14:50:03:551,291.23,-100,-6
14:50:03:910,291.77,-99,-9
14:50:04:254,292.28,-99,-11
14:50:04:957,293.33,-99,-1
14:50:05:301,293.84,-101,-9
14:50:05:660,294.37,-99,-9
14:50:06:004,294.88,-100,-10
14:50:06:348,295.4,-98,0
14:50:06:707,295.93,-100,-3
14:50:07:051,296.44,-99,-1
14:50:07:410,296.98,-96,2
14:50:07:754,297.49,-97,0
14:50:08:113,298.03,-96,0
14:50:08:457,298.54,-97,0
14:50:08:801,299.05,-99,-12
14:50:10:207,301.14,-98,-3
14:50:10:551,301.66,-97,-1
14:50:10:910,302.19,-98,-3
14:50:11:263,302.72,-97,1
14:50:12:310,304.27,-98,0
14:50:13:357,305.83,-100,-11
14:50:13:701,306.35,-99,-4
14:50:14:060,306.88,-98,-3
14:50:14:763,307.98,-100,-13
14:50:15:107,308.51,-99,-8
14:50:15:466,309.07,-100,-13
14:50:15:810,309.6,-101,-14
14:50:16:857,311.23,-100,-6
14:50:17:216,311.79,-100,-4
14:50:18:607,313.95,-101,-10
14:50:18:966,314.51,-98,0
14:50:19:310,315.04,-100,-6
14:50:20:013,316.13,-100,-6
14:50:20:357,316.67,-101,-9
14:50:20:716,317.23,-99,-6
14:50:21:413,318.31,-101,-12
14:50:21:757,318.84,-97,0
14:50:22:116,319.4,-99,-7
14:50:22:460,319.94,-99,-4
14:50:22:819,320.49,-99,-6
14:50:23:507,321.56,-100,-7
14:50:23:866,322.12,-99,-5
14:50:24:210,322.65,-98,-4
14:50:24:913,323.75,-99,-7
14:50:25:272,324.36,-101,-13
14:50:25:616,324.97,-101,-7
14:50:25:960,325.58,-99,-7
14:50:26:319,326.21,-100,-6
14:50:26:663,326.82,-100,-8
14:50:27:022,327.45,-100,-5
14:50:27:366,328.06,-99,-12
14:50:28:069,329.3,-100,-17
14:50:28:413,329.9,-99,0
14:50:28:772,330.54,-99,-11
14:50:30:163,332.99,-98,-3
14:50:30:522,333.63,-99,-9
14:50:31:225,334.87,-98,-5
14:50:31:569,335.47,-99,-6
14:50:32:616,337.32,-100,-15
14:50:33:319,338.56,-100,-9
14:50:33:663,339.17,-99,-10
14:50:34:366,340.41,-99,-10
14:50:35:428,342.28,-100,-5
14:50:35:772,342.89,-99,-3
14:50:36:814,344.49,-99,-12
14:50:38:580,347.09,-101,-12
14:50:39:626,348.63,-99,-8
14:50:39:970,349.14,-99,-8
14:50:40:330,349.67,-100,-9
14:50:41:017,350.68,-99,-5
14:50:41:374,351.21,-100,-9
14:50:41:718,351.71,-99,-3
14:50:42:430,352.76,-99,-5
14:50:43:477,354.3,-101,-13
14:50:44:180,355.34,-99,-13
14:50:44:524,355.85,-99,-4
14:50:44:883,356.37,-99,-11
14:50:45:227,356.88,-99,-5
14:50:45:930,357.92,-100,-7
14:50:46:633,358.95,-101,-12
14:50:46:977,359.46,-99,-6
14:50:47:321,359.89,-101,-10
14:50:47:680,360.34,-101,-9
14:50:48:024,360.77,-101,-8
14:50:48:383,361.22,-100,-13
14:50:49:071,362.08,-99,-7
14:50:49:430,362.53,-100,-6
14:50:49:774,362.96,-100,-3
14:50:50:133,363.41,-99,-7
14:50:50:477,363.84,-100,-7
14:50:50:836,364.29,-100,-5
14:50:51:524,365.15,-99,-5
14:50:51:883,365.6,-98,-4
14:50:52:227,366.03,-100,-6
14:50:52:586,366.48,-101,-8
14:50:52:930,366.91,-99,-10
14:50:53:627,367.78,-100,-11
14:50:53:986,368.23,-100,-5
14:50:54:689,369.11,-100,-13
14:50:55:377,369.97,-100,-6
14:50:56:080,370.85,-99,-9
14:50:57:137,372.17,-99,-15
14:50:57:481,372.6,-99,-8
14:50:57:828,373.04,-101,-8
14:50:58:187,373.52,-101,-8
14:50:58:537,374.02,-100,-5
14:50:58:880,374.5,-101,-9
14:50:59:239,375.01,-99,-6
14:50:59:583,375.5,-101,-8
14:50:59:942,376.01,-101,-7
14:51:01:334,377.99,-99,-1
14:51:01:693,378.51,-100,-6
14:51:02:037,378.99,-99,-6
14:51:03:087,380.49,-100,-5
14:51:03:431,380.98,-99,-12
14:51:04:140,381.99,-100,-3
14:51:04:484,382.48,-99,-10
14:51:04:843,382.99,-100,-10
14:51:05:190,383.48,-101,-12
14:51:05:533,383.97,-100,-6
14:51:05:895,384.48,-99,-4
14:51:06:242,384.98,-101,-9
14:51:06:586,385.47,-100,-2
14:51:06:945,385.98,-100,-5
14:51:07:289,386.47,-98,0
14:51:07:633,386.96,-99,0
14:51:07:992,387.47,-98,-4
14:51:08:341,387.96,-99,-4
14:51:08:685,388.45,-98,-1
14:51:09:043,388.97,-99,-5
14:51:09:386,389.53,-99,-14
14:51:10:094,390.69,-101,-7
14:51:10:440,391.26,-99,-5
14:51:10:784,391.82,-100,-8
14:51:11:143,392.41,-99,-7
14:51:11:487,392.98,-99,-3
14:51:11:846,393.56,-99,-6
14:51:12:891,395.28,-100,-10
14:51:13:249,395.86,-99,-9
14:51:13:939,396.99,-101,-9
14:51:14:298,397.58,-99,-8
14:51:14:989,398.71,-100,-12
14:51:15:344,399.29,-99,-7
14:51:15:694,399.87,-100,-10
14:51:16:038,400.43,-100,-9
14:51:16:397,401.02,-100,-8
14:51:16:741,401.58,-99,-6
14:51:17:100,402.17,-99,-7
14:51:17:444,402.73,-100,-6
14:51:18:146,403.88,-101,-11
14:51:18:490,404.45,-100,-4
14:51:18:841,405.02,-101,-12
14:51:19:188,405.59,-100,-5
14:51:19:897,406.75,-99,-11
14:51:20:241,407.3,-100,-5
14:51:20:600,407.87,-99,-7
14:51:20:944,408.41,-101,-7
14:51:21:303,408.98,-100,-5
14:51:21:647,409.53,-99,-1
14:51:21:991,410.07,-97,-2
14:51:22:350,410.64,-98,-2
14:51:22:694,411.18,-99,-9
14:51:23:053,411.75,-98,-2
14:51:23:397,412.29,-99,-1
14:51:23:740,412.83,-99,-4
14:51:24:100,413.4,-100,-8
14:51:24:444,413.95,-99,-4
14:51:24:803,414.52,-99,-5
14:51:25:147,415.06,-99,-8
14:51:25:506,415.63,-100,-3
14:51:25:850,416.17,-101,-8
14:51:26:203,416.73,-100,-8
14:51:26:547,417.27,-99,-5
14:51:26:906,417.84,-99,-5
14:51:27:250,418.38,-100,-9
14:51:27:601,418.94,-99,-7
14:51:28:304,420.05,-101,-10
14:51:29:007,421.16,-100,-12
14:51:30:396,423.37,-101,-9
14:51:30:758,423.96,-99,-11
14:51:31:101,424.51,-99,-8
14:51:31:460,425.09,-101,-9
14:51:31:804,425.65,-101,-7
14:51:32:148,426.21,-100,-6
14:51:32:507,426.79,-100,-5
14:51:33:210,427.93,-100,-5
14:51:33:554,428.48,-99,-5
14:51:34:960,430.76,-100,-7
14:51:35:304,431.31,-101,-12
14:51:35:647,431.87,-99,-5
14:51:36:007,432.45,-100,-14
14:51:36:351,433.01,-99,-3
14:51:36:710,433.59,-98,0
14:51:37:063,434.16,-98,-1
14:51:37:407,434.72,-100,-3
14:51:37:750,435.27,-99,-3
14:51:38:110,435.86,-100,-3
14:51:38:454,436.41,-101,-11
14:51:38:813,436.99,-101,-8
14:51:39:157,437.55,-100,-14
14:51:39:500,438.1,-101,-9
14:51:39:860,438.69,-99,-9
14:51:40:203,439.24,-101,-12
14:51:40:563,439.82,-101,-10
14:51:40:907,440.38,-101,-9
14:51:41:613,441.34,-99,-8
14:51:41:956,441.8,-101,-15
14:51:42:316,442.28,-100,-11
14:51:42:659,442.73,-100,-8
14:51:43:362,443.67,-101,-9
14:51:43:706,444.12,-100,-7
14:51:44:066,444.6,-99,-9
14:51:44:409,445.06,-101,-9
14:51:45:816,446.92,-101,-7
14:51:46:159,447.38,-100,-5
14:51:46:503,447.83,-101,-10
14:51:46:862,448.31,-99,-10
14:51:47:206,448.77,-100,-15
14:51:47:565,449.24,-100,-12
14:51:48:261,450.17,-100,-12
14:51:48:605,450.62,-100,-12
14:51:49:308,451.56,-101,-10
14:51:50:011,452.49,-100,-6
14:51:50:714,453.42,-100,-12
14:51:51:058,453.9,-101,-10
14:51:51:761,455.09,-101,-12
14:51:52:808,456.86,-101,-10
14:51:53:168,457.47,-101,-10
14:51:53:511,458.05,-101,-8
14:51:53:871,458.66,-100,-12
14:51:54:558,459.83,-101,-11
14:51:54:917,460.44,-101,-10
14:51:55:261,461.02,-101,-7
14:51:55:621,461.63,-101,-9
14:51:55:964,462.21,-99,-8
14:51:56:324,462.82,-99,-7
14:51:56:667,463.4,-99,-11
14:51:57:011,463.98,-99,-7
14:51:57:370,464.59,-100,-6
14:51:57:714,465.17,-100,-12
14:51:58:074,465.78,-99,-6
14:51:58:417,466.36,-99,-11
14:51:58:761,466.95,-99,-2
14:51:59:114,467.54,-100,-5
14:51:59:474,468.15,-98,0
14:51:59:817,468.73,-96,1
14:52:00:161,469.32,-96,1
14:52:00:521,469.93,-99,-1
14:52:00:876,470.53,-96,0
14:52:01:220,471.11,-95,2
14:52:01:563,471.69,-96,2
14:52:01:914,472.29,-95,1
14:52:02:273,472.84,-97,0
14:52:02:617,473.35,-98,-2
14:52:02:977,473.88,-98,-2
14:52:03:319,474.39,-98,-3
14:52:03:674,474.92,-98,0
14:52:04:017,475.43,-98,-2
14:52:04:720,476.48,-100,-4
14:52:05:064,476.99,-98,-3
14:52:05:414,477.51,-99,-12
14:52:06:121,478.56,-100,-4
14:52:06:465,479.07,-99,-6
14:52:06:824,479.61,-99,-3
14:52:07:171,480.12,-100,-6
14:52:07:874,481.17,-100,-2
14:52:08:218,481.68,-100,-6
14:52:08:577,482.21,-100,-7
14:52:08:921,482.72,-99,-7
14:52:09:281,483.26,-99,-9
14:52:09:624,483.77,-99,-4
14:52:09:968,484.28,-98,-5
14:52:10:321,484.81,-99,-12
14:52:10:667,485.32,-99,-5
14:52:11:027,485.86,-98,-5
