Time,Distance,RSSI,SNR
15:03:38:357,6.02,-49,11
15:03:38:357,6.02,-51,9
15:03:38:357,6.02,-51,9
15:03:38:357,6.02,-52,10
15:03:38:357,6.02,-50,8
15:03:38:357,6.02,-44,8
15:03:38:357,6.02,-47,8
15:03:38:357,6.02,-62,11
15:03:38:357,6.02,-49,11
15:03:38:357,6.02,-48,9
15:03:38:357,6.02,-64,9
15:03:38:361,6.02,-53,10
15:03:38:361,6.02,-50,8
15:03:38:365,6.02,-48,8
15:03:38:365,6.02,-46,8
15:03:38:365,6.02,-44,8
15:03:38:365,6.02,-46,8
15:03:38:365,6.02,-52,10
15:03:38:365,6.02,-47,11
15:03:38:365,6.02,-42,11
15:03:38:365,6.02,-44,8
15:03:38:365,6.02,-48,8
15:03:38:365,6.02,-42,9
15:03:38:365,6.02,-48,9
15:03:38:365,6.02,-48,8
15:03:38:369,6.01,-53,8
15:03:38:369,6.01,-49,9
15:03:38:369,6.01,-53,10
15:03:38:369,6.01,-56,10
15:03:38:369,6.01,-69,11
15:03:38:369,6.01,-73,9
15:03:38:369,6.01,-50,8
15:03:38:369,6.01,-50,8
15:03:38:369,6.01,-53,8
15:03:38:369,6.01,-67,11
15:03:38:369,6.01,-57,8
15:03:38:369,6.01,-61,10
15:03:38:373,6.01,-66,11
15:03:38:373,6.01,-71,8
15:03:38:373,6.01,-58,10
15:03:38:698,5.77,-62,8
15:03:39:042,5.61,-60,9
15:03:39:386,6.21,-52,10
15:03:39:745,6.83,-52,8
15:03:40:089,7.43,-51,8
15:03:40:448,8.05,-59,11
15:03:40:792,8.65,-64,9
15:03:41:136,9.25,-68,10
15:03:41:495,9.87,-69,9
15:03:41:839,10.47,-66,9
15:03:42:198,11.09,-73,8
15:03:42:542,11.69,-66,10
15:03:42:901,12.31,-70,10
15:03:43:589,13.51,-84,8
15:03:43:948,14.13,-78,8
15:03:44:292,14.73,-71,9
15:03:44:651,15.35,-72,9
15:03:44:995,15.95,-82,8
15:03:45:339,16.55,-82,8
15:03:45:698,17.17,-74,8
15:03:46:044,17.77,-70,8
15:03:46:388,18.37,-73,9
15:03:46:747,18.99,-84,8
15:03:47:091,19.59,-78,9
15:03:47:450,20.21,-78,9
15:03:47:794,20.81,-84,9
15:03:48:154,21.43,-82,9
15:03:48:497,22.03,-75,9
15:03:48:841,22.63,-81,9
15:03:49:200,23.25,-78,8
15:03:49:544,23.85,-77,8
15:03:49:903,24.47,-82,9
15:03:50:247,25.56,-89,6
15:03:50:591,26.84,-80,8
15:03:50:950,28.17,-81,8
15:03:51:294,29.45,-72,9
15:03:51:653,30.79,-82,10
15:03:51:997,32.07,-79,10
15:03:52:343,33.35,-85,8
15:03:52:702,34.69,-83,9
15:03:53:045,35.96,-77,9
15:03:53:405,37.3,-79,10
15:03:53:749,38.58,-81,9
15:03:54:108,39.92,-75,8
15:03:54:452,41.2,-74,10
15:03:54:795,42.47,-77,9
15:03:55:155,43.81,-79,9
15:03:55:499,45.09,-74,9
15:03:55:858,46.43,-73,8
15:03:56:202,47.71,-74,10
15:03:56:545,48.98,-76,8
15:03:56:905,50.32,-74,9
15:03:57:248,51.6,-75,10
15:03:57:608,52.93,-72,9
15:03:57:952,54.21,-72,11
15:03:58:295,55.49,-70,8
15:03:58:655,56.83,-72,9
15:03:58:998,58.1,-71,9
15:03:59:358,59.44,-73,10
15:03:59:701,60.72,-81,9
15:04:00:061,62.06,-76,8
15:04:00:405,63.34,-76,10
15:04:00:748,64.61,-74,8
15:04:01:108,66.05,-73,10
15:04:01:451,67.63,-73,11
15:04:01:811,69.29,-76,10
15:04:02:155,70.88,-77,9
15:04:02:498,72.47,-76,10
15:04:02:858,74.13,-76,8
15:04:03:211,75.76,-74,10
15:04:03:555,77.35,-75,9
15:04:03:899,78.94,-73,9
15:04:04:258,80.59,-73,8
15:04:04:602,82.18,-77,10
15:04:04:961,83.84,-85,9
15:04:05:305,85.43,-79,10
15:04:05:664,87.08,-86,7
15:04:06:008,88.67,-89,6
15:04:06:352,90.26,-83,9
15:04:06:711,91.92,-94,3
15:04:07:055,93.51,-83,7
15:04:07:414,95.17,-85,7
15:04:07:758,96.75,-87,8
15:04:08:101,98.34,-88,8
15:04:08:461,100,-96,1
15:04:08:805,101.59,-89,7
15:04:09:164,103.25,-86,8
15:04:09:508,104.83,-87,8
15:04:09:867,106.49,-86,7
15:04:10:211,108.08,-80,10
15:04:10:555,109.67,-79,11
15:04:10:914,111.33,-79,8
15:04:11:258,112.91,-83,8
15:04:11:617,114.57,-81,11
15:04:11:961,116.16,-85,7
15:04:12:304,117.57,-83,8
15:04:12:664,119.03,-89,7
15:04:13:008,120.42,-88,7
15:04:13:367,121.87,-87,7
15:04:13:711,123.27,-83,8
15:04:14:064,124.7,-85,7
15:04:14:408,126.09,-89,7
15:04:14:767,127.54,-89,6
15:04:15:111,128.93,-88,8
15:04:15:455,130.33,-87,7
15:04:15:814,131.78,-85,9
15:04:16:158,133.17,-87,9
15:04:16:517,134.63,-93,6
15:04:16:861,136.02,-90,5
15:04:17:220,137.47,-87,8
15:04:17:564,138.86,-89,7
15:04:17:908,140.26,-90,5
15:04:18:267,141.71,-90,6
15:04:18:611,143.1,-90,6
15:04:19:314,145.95,-94,4
15:04:19:658,147.34,-93,5
15:04:20:017,148.79,-95,2
15:04:20:361,150.19,-93,4
15:04:20:720,151.64,-90,6
15:04:21:064,153.03,-88,7
15:04:21:408,154.43,-88,8
15:04:21:767,155.88,-88,7
15:04:22:111,157.27,-86,7
15:04:22:470,158.72,-90,6
15:04:22:814,160.12,-89,7
15:04:23:173,161.79,-88,8
15:04:23:517,163.62,-87,8
15:04:23:861,165.44,-87,8
15:04:24:214,167.32,-85,9
15:04:24:573,169.22,-84,8
15:04:24:917,171.05,-82,9
15:04:25:261,172.88,-85,7
15:04:25:620,174.78,-87,9
15:04:25:964,176.61,-84,10
15:04:26:323,178.52,-85,9
15:04:26:667,180.34,-84,8
15:04:27:026,182.25,-85,7
15:04:27:370,184.07,-84,8
15:04:27:714,185.9,-84,10
15:04:28:073,187.81,-83,8
15:04:28:417,189.63,-87,8
15:04:28:776,191.54,-90,5
15:04:29:120,193.37,-90,5
15:04:29:464,195.19,-91,6
15:04:29:823,197.1,-93,4
15:04:30:167,198.93,-95,3
15:04:30:526,200.83,-91,5
15:04:30:870,202.66,-90,6
15:04:31:214,204.49,-94,3
15:04:31:573,206.39,-92,6
15:04:31:917,208.22,-97,1
15:04:32:276,210.13,-98,-2
15:04:32:620,211.95,-93,5
15:04:32:979,213.86,-91,5
15:04:33:323,215.69,-91,4
15:04:33:667,217.51,-92,6
15:04:34:026,219.42,-95,3
15:04:34:370,221.29,-97,0
15:04:34:729,223.24,-94,3
15:04:35:067,225.07,-99,-5
15:04:35:427,227.03,-98,-4
15:04:35:770,228.89,-91,5
15:04:36:130,230.84,-93,5
15:04:36:474,232.71,-88,8
15:04:36:817,234.57,-88,8
15:04:37:177,236.53,-89,6
15:04:37:520,238.39,-95,1
15:04:37:880,240.34,-93,4
15:04:38:224,242.21,-91,5
15:04:38:583,244.16,-91,6
15:04:38:927,246.03,-92,4
15:04:39:270,247.89,-91,5
15:04:39:630,249.85,-91,5
15:04:39:973,251.71,-95,3
15:04:40:333,253.66,-98,-4
15:04:40:677,255.53,-97,1
15:04:41:020,257.39,-97,-2
15:04:41:380,259.35,-97,-1
15:04:41:723,261.21,-95,2
15:04:42:083,263.16,-99,-4
15:04:43:130,268.85,-99,-7
15:04:43:473,270.71,-98,-2
15:04:43:833,272.66,-100,-9
15:04:44:176,274.53,-97,1
15:04:44:536,276.48,-95,3
15:04:44:880,278.35,-97,-2
15:04:45:223,280,-95,2
15:04:45:583,281.62,-96,0
15:04:45:926,283.16,-97,0
15:04:46:280,284.75,-96,1
15:04:46:624,286.3,-99,-1
15:04:46:983,287.91,-97,0
15:04:47:686,291.07,-98,-6
15:04:48:030,292.62,-100,-8
15:04:48:373,294.16,-96,0
15:04:48:733,295.77,-99,-3
15:04:49:436,298.93,-100,-7
15:04:49:780,300.48,-100,-12
15:04:50:139,302.09,-99,-1
15:04:50:483,303.64,-100,-5
15:04:51:186,306.8,-100,-5
15:04:51:889,309.96,-98,-3
15:04:52:233,311.5,-99,-6
15:04:52:576,313.04,-99,-1
15:04:52:936,314.66,-95,1
15:04:53:280,316.21,-100,-10
15:04:53:983,319.37,-97,0
15:04:54:326,320.91,-98,-4
15:04:54:686,322.53,-99,-6
15:04:55:029,324.07,-95,3
15:04:55:389,325.68,-93,4
15:04:55:733,327.23,-97,1
15:04:56:086,328.84,-96,1
15:04:56:430,330.46,-98,-2
15:04:56:789,332.15,-99,-8
15:04:57:493,335.48,-99,-5
15:04:58:180,338.72,-101,-11
15:04:58:539,340.42,-97,0
15:04:58:883,342.04,-99,-5
15:04:59:946,347.06,-100,-5
15:05:00:289,348.68,-99,-8
15:05:00:992,352,-100,-7
15:05:01:336,353.62,-100,-6
15:05:02:383,358.56,-99,-9
15:05:03:086,361.88,-98,-4
15:05:04:492,368.52,-100,-9
15:05:05:539,373.46,-100,-7
15:05:05:899,375.16,-101,-10
15:05:06:945,380.1,-100,-11
15:05:07:299,381.76,-99,-8
15:05:07:986,384.99,-99,-7
15:05:08:346,386.68,-99,-2
15:05:08:689,388.28,-101,-9
15:05:09:049,389.97,-101,-11
15:05:09:736,393.2,-100,-5
15:05:10:096,394.89,-99,-12
15:05:10:439,396.5,-101,-6
15:05:11:142,399.79,-100,-6
15:05:11:486,401.41,-99,-1
15:05:11:845,403.09,-97,-1
15:05:12:189,404.71,-98,-2
15:05:12:549,406.39,-99,-2
15:05:12:892,408,-99,-7
15:05:13:252,409.69,-99,-2
15:05:13:595,411.3,-100,-6
15:05:14:298,414.6,-100,-10
15:05:14:642,416.21,-100,-3
15:05:15:002,417.9,-100,-11
15:05:15:345,419.51,-101,-11
15:05:15:689,421.13,-99,-10
15:05:16:048,422.81,-97,-2
15:05:16:392,424.43,-99,-5
15:05:16:752,426.11,-99,-3
15:05:17:105,427.77,-100,-4
15:05:17:449,429.38,-98,-1
15:05:17:792,430.99,-100,-4
15:05:18:152,432.74,-100,-4
15:05:18:495,434.48,-101,-6
15:05:18:855,436.31,-99,-1
15:05:19:199,438.05,-99,-4
15:05:19:542,439.79,-98,-2
15:05:19:902,441.62,-100,-3
15:05:20:245,443.36,-99,-9
15:05:20:605,445.18,-100,-8
15:05:20:948,446.92,-99,-8
15:05:21:292,448.67,-99,-6
15:05:21:652,450.49,-98,-5
15:05:21:995,452.23,-99,-9
15:05:22:355,454.06,-99,-2
15:05:22:698,455.8,-99,-1
15:05:23:058,457.62,-98,-4
15:05:23:401,459.36,-96,1
15:05:23:745,461.11,-96,2
15:05:24:105,462.93,-95,2
15:05:24:448,464.67,-101,-8
15:05:24:808,466.5,-101,-9
15:05:25:151,468.24,-99,-6
15:05:25:495,469.98,-100,-6
15:05:25:855,471.81,-98,-1
15:05:26:198,473.55,-96,2
15:05:26:558,475.37,-96,1
15:05:26:901,477.11,-97,0
15:05:27:245,478.86,-97,1
15:05:27:605,480.68,-95,1
15:05:27:948,482.42,-96,0
15:05:28:302,484.22,-94,3
15:05:28:661,486.04,-94,3
15:05:29:005,487.79,-94,4
15:05:29:348,489.57,-96,1
15:05:29:708,491.44,-96,0
15:05:30:052,493.23,-96,0
15:05:30:411,495.1,-95,2
15:05:30:755,496.89,-95,1
15:05:31:098,498.67,-95,2
15:05:31:458,500.54,-96,1
15:05:31:801,502.33,-95,1
15:05:32:161,504.2,-94,3
15:05:32:505,505.99,-94,3
15:05:32:864,507.86,-94,5
15:05:33:208,509.65,-96,0
15:05:33:551,511.43,-100,-2
15:05:33:911,513.3,-98,-3
15:05:34:255,515.09,-99,-1
15:05:34:614,516.96,-99,-2
15:05:34:958,518.75,-99,-1
15:05:35:301,520.53,-98,-1
15:05:35:661,522.4,-97,0
15:05:36:004,524.19,-98,0
15:05:36:364,526.06,-96,1
15:05:36:708,527.85,-96,0
15:05:37:051,529.63,-92,5
15:05:37:411,531.5,-95,4
15:05:37:754,533.29,-95,2
15:05:38:114,535.16,-94,4
15:05:38:457,536.94,-92,5
15:05:38:817,538.82,-94,4
15:05:39:155,540.58,-97,0
15:05:39:514,542.44,-94,3
15:05:39:858,544.23,-92,4
15:05:40:217,545.97,-92,4
15:05:40:561,547.55,-93,6
15:05:40:904,549.13,-94,4
15:05:41:264,550.79,-94,4
15:05:41:615,552.41,-96,2
15:05:41:956,553.98,-94,2
15:05:42:316,555.64,-93,4
15:05:42:660,557.22,-95,1
15:05:43:019,558.88,-94,3
15:05:43:363,560.46,-90,6
15:05:43:706,562.04,-90,6
15:05:44:066,563.7,-93,6
15:05:44:409,565.28,-92,4
15:05:44:769,566.94,-93,5
15:05:45:113,568.52,-93,4
15:05:45:456,570.1,-94,5
15:05:45:816,571.76,-94,3
15:05:46:159,573.34,-93,5
15:05:46:519,575,-93,4
15:05:46:863,576.58,-94,4
15:05:47:222,578.24,-95,3
15:05:47:566,579.82,-96,0
15:05:47:909,581.4,-95,3
15:05:48:269,583.06,-97,1
15:05:48:612,584.64,-97,1
15:05:48:972,586.3,-95,3
15:05:49:316,587.88,-97,1
15:05:49:659,589.46,-97,1
15:05:50:020,591.13,-98,0
15:05:50:372,592.75,-97,0
15:05:50:716,594.33,-96,0
15:05:51:059,595.93,-97,0
15:05:51:419,597.69,-98,-2
15:05:51:762,599.36,-98,0
15:05:52:122,601.12,-98,-2
15:05:52:466,602.8,-97,0
15:05:52:825,604.55,-98,-3
15:05:53:169,606.23,-100,-3
15:05:53:872,609.66,-98,-2
15:05:54:216,611.34,-97,-1
15:05:54:575,613.09,-97,0
15:05:54:919,614.77,-94,4
15:05:55:262,616.45,-92,4
15:05:55:622,618.2,-96,0
15:05:55:965,619.88,-95,1
15:05:56:325,621.64,-94,2
15:05:56:669,623.32,-95,2
15:05:57:012,624.99,-95,2
15:05:57:372,626.75,-93,5
15:05:57:715,628.42,-91,5
15:05:58:075,630.18,-93,4
15:05:58:419,631.86,-92,5
15:05:58:778,633.61,-91,5
15:05:59:122,635.29,-91,6
15:05:59:465,636.96,-92,4
15:05:59:825,638.72,-93,6
15:06:00:178,640.45,-92,5
15:06:00:522,642.12,-93,6
15:06:00:866,643.8,-92,5
15:06:01:225,645.56,-91,4
15:06:01:569,647.24,-92,5
15:06:01:928,648.99,-91,4
15:06:02:272,650.58,-92,5
15:06:02:615,652.15,-91,4
15:06:02:975,653.79,-94,4
15:06:03:319,655.36,-95,2
15:06:03:678,657,-96,2
15:06:04:022,658.57,-96,0
15:06:04:381,660.21,-98,-1
15:06:04:725,661.78,-97,1
15:06:05:069,663.35,-93,3
15:06:05:428,664.99,-93,4
15:06:05:772,666.56,-94,4
15:06:06:131,668.2,-94,4
15:06:06:475,669.77,-94,3
15:06:06:818,671.34,-92,5
15:06:07:178,672.98,-92,5
15:06:07:522,674.55,-96,1
15:06:07:881,676.19,-95,2
15:06:08:225,677.76,-96,1
15:06:08:568,679.33,-94,4
15:06:08:928,680.97,-94,3
15:06:09:272,682.54,-95,3
15:06:09:631,684.18,-95,3
15:06:09:975,685.75,-94,3
15:06:10:334,687.39,-93,4
15:06:10:678,688.96,-94,4
15:06:11:034,690.58,-95,2
15:06:11:378,692.15,-93,5
15:06:11:722,693.73,-95,3
15:06:12:081,695.36,-99,-1
15:06:12:425,696.93,-98,0
15:06:12:784,698.57,-98,0
15:06:13:128,700.13,-98,-1
15:06:13:472,701.66,-95,2
15:06:13:831,703.26,-95,2
15:06:14:175,704.8,-95,3
15:06:14:534,706.4,-96,0
15:06:14:878,707.93,-95,3
15:06:15:237,709.53,-96,2
15:06:15:581,711.06,-92,5
15:06:15:925,712.59,-92,5
15:06:16:284,714.19,-98,-4
15:06:16:628,715.73,-98,-2
15:06:16:987,717.33,-98,0
15:06:17:331,718.86,-97,0
15:06:17:675,720.39,-95,1
15:06:18:034,721.99,-98,-2
15:06:18:378,723.53,-98,-1
15:06:18:737,725.13,-95,1
15:06:19:081,726.66,-96,0
15:06:19:424,728.19,-93,4
15:06:19:784,729.79,-96,1
15:06:20:128,731.32,-97,1
15:06:20:487,732.92,-97,0
15:06:20:831,734.46,-96,-1
15:06:21:190,736.06,-95,3
15:06:21:534,737.59,-95,1
15:06:21:878,739.12,-96,2
15:06:22:231,740.7,-97,0
15:06:22:590,742.3,-98,-5
15:06:22:934,743.83,-99,-7
15:06:23:278,745.36,-98,-4
15:06:23:637,746.96,-98,0
15:06:23:981,748.5,-99,-2
15:06:24:340,750.28,-95,1
15:06:24:684,752.01,-97,1
15:06:25:043,753.8,-98,-3
15:06:25:387,755.53,-99,-3
15:06:25:731,757.25,-98,-2
15:06:26:090,759.05,-97,-1
15:06:26:434,760.77,-98,-1
15:06:26:793,762.57,-98,-2
15:06:27:137,764.29,-98,-4
15:06:27:481,766.02,-99,-8
15:06:27:840,767.81,-99,-11
15:06:28:184,769.54,-99,-8
15:06:28:543,771.34,-99,-8
15:06:28:887,773.06,-100,-11
15:06:29:231,774.78,-100,-5
15:06:29:590,776.58,-100,-7
15:06:29:934,778.3,-100,-6
15:06:30:293,780.1,-100,-6
15:06:30:637,781.83,-99,-4
15:06:30:996,783.62,-97,1
15:06:31:340,785.35,-98,-2
15:06:31:684,787.07,-97,1
15:06:32:043,788.87,-97,1
15:06:32:387,790.59,-99,-1
15:06:32:746,792.39,-97,0
15:06:33:084,794.08,-97,0
15:06:33:443,795.88,-99,-3
15:06:33:787,797.6,-99,-2
15:06:34:146,799.4,-94,4
15:06:34:490,801.13,-93,4
15:06:34:834,802.85,-94,3
15:06:35:193,804.79,-97,1
15:06:35:537,806.76,-97,0
15:06:35:896,808.81,-96,2
15:06:36:240,810.79,-94,4
15:06:36:599,812.84,-95,1
15:06:36:943,814.81,-96,0
15:06:37:287,816.78,-95,3
15:06:37:646,818.84,-93,6
15:06:37:990,820.81,-93,4
15:06:38:349,822.87,-94,4
15:06:38:693,824.84,-97,0
15:06:39:037,826.81,-96,0
15:06:39:396,828.87,-97,1
15:06:39:740,830.84,-98,0
15:06:40:099,832.9,-98,0
15:06:40:443,834.87,-97,1
15:06:40:802,836.93,-98,0
15:06:41:146,838.9,-97,0
15:06:41:490,840.87,-98,-1
15:06:41:849,842.92,-98,0
15:06:42:193,844.9,-97,-1
15:06:42:552,846.95,-97,-1
15:06:42:896,848.92,-98,0
15:06:43:240,850.9,-96,0
15:06:43:599,852.95,-98,0
15:06:43:943,854.92,-99,-7
15:06:44:296,856.95,-98,-1
15:06:44:640,858.92,-99,-7
15:06:44:999,860.97,-99,-7
15:06:45:343,862.95,-100,-9
15:06:46:390,868.41,-101,-12
15:06:46:749,869.98,-100,-14
15:06:47:453,873.05,-101,-10
15:06:47:796,874.55,-99,-12
15:06:48:843,879.12,-101,-16
15:06:49:202,880.69,-101,-17
